x1,x2,t,y
9.75,-3.75,0.0,15.07964601769912
9.75,-3.25,0.0,23.696586599241474
9.75,-2.75,0.0,17.76674445161611
9.75,-2.25,0.0,10.173944194562749
9.75,-1.75,0.0,11.244885688727248
9.75,-1.25,0.0,8.902201170242407
9.75,-0.75,0.0,5.086972097281375
9.75,-0.25,0.0,1e-06
9.75,0.25,0.0,1e-06
9.75,0.75,0.0,1e-06
10.25,-7.25,0.0,1e-06
10.25,-6.75,0.0,1e-06
10.25,-6.25,0.0,7.1077000083423725
10.25,-5.75,0.0,11.107151858579366
10.25,-5.25,0.0,17.771442973726984
10.25,-4.75,0.0,15.07964601769912
10.25,-4.25,0.0,25.222477393426157
10.25,-3.75,0.0,22.21430371715873
10.25,-3.25,0.0,17.771442973726984
10.25,-2.75,0.0,13.159520573334982
10.25,-2.25,0.0,14.243521872387847
10.25,-1.75,0.0,7.9130677068821385
10.25,-1.25,0.0,1e-06
10.25,-0.75,0.0,1e-06
10.25,-0.25,0.0,1e-06
10.25,0.25,0.0,1e-06
10.75,-6.75,0.0,2.292952490311469
10.75,-6.25,0.0,4.585904980622938
10.75,-5.75,0.0,11.464762451557345
10.75,-5.25,0.0,15.550012602011112
10.75,-4.75,0.0,24.435734088874604
10.75,-4.25,0.0,15.07964601769912
10.75,-3.75,0.0,12.25382092929603
10.75,-3.25,0.0,17.155349301014443
10.75,-2.75,0.0,32.58768168015021
10.75,-2.25,0.0,8.378542277875205
10.75,-1.75,0.0,11.86960156032321
10.75,-1.25,0.0,1e-06
11.25,-12.25,0.0,1e-06
11.25,-11.75,0.0,1e-06
11.25,-7.25,0.0,3.0884485258579017
11.25,-6.75,0.0,7.1077000083423725
11.25,-6.25,0.0,13.757714941868814
11.25,-5.75,0.0,23.69233336114124
11.25,-5.25,0.0,7.1077000083423725
11.25,-4.75,0.0,18.34361992249175
11.25,-4.25,0.0,14.215400016684745
11.25,-3.75,0.0,4.901528371718412
11.25,-3.25,0.0,31.261535724610287
11.25,-2.75,0.0,1e-06
11.25,-2.25,0.0,1e-06
11.75,-12.25,0.0,1e-06
11.75,-11.75,0.0,1e-06
11.75,-8.25,0.0,1e-06
11.75,-7.75,0.0,1e-06
11.75,-7.25,0.0,7.895712344000988
11.75,-6.75,0.0,4.738466672228248
11.75,-6.25,0.0,13.757714941868814
11.75,-5.75,0.0,20.63657241280322
11.75,-5.25,0.0,14.215400016684745
11.75,-4.75,0.0,14.215400016684745
11.75,-4.25,0.0,17.76674445161611
11.75,-3.75,0.0,16.409861325115564
11.75,-3.25,0.0,6.474328123812659
11.75,-2.25,0.0,1e-06
12.25,-13.25,0.0,1e-06
12.25,-12.75,0.0,1e-06
12.25,-12.25,0.0,1e-06
12.25,-11.75,0.0,1e-06
12.25,-7.75,0.0,7.107700008342369
12.25,-7.25,0.0,4.904867447684293
12.25,-6.75,0.0,13.169148333247463
12.25,-6.25,0.0,14.714602343052878
12.25,-5.75,0.0,10.159588210743884
12.25,-5.25,0.0,2.4524337238421463
12.25,-4.75,0.0,23.704466999845437
12.25,-4.25,0.0,5.688406200273738
12.25,-3.75,0.0,1e-06
12.75,-12.75,0.0,1e-06
12.75,-12.25,0.0,1e-06
12.75,-11.75,0.0,1e-06
12.75,-10.25,0.0,1e-06
12.75,-9.75,0.0,1e-06
12.75,-9.25,0.0,1e-06
12.75,-8.25,0.0,1e-06
12.75,-7.75,0.0,10.550756942509521
12.75,-7.25,0.0,18.46382464939166
12.75,-6.75,0.0,18.46382464939166
12.75,-6.25,0.0,19.94093062134299
12.75,-5.75,0.0,2.7391388216130483
12.75,-5.25,0.0,16.43483292967829
12.75,-4.75,0.0,8.902201170242407
12.75,-4.25,0.0,1e-06
12.75,-3.75,0.0,1e-06
12.75,-3.25,0.0,1e-06
13.25,-14.25,0.0,1e-06
13.25,-12.25,0.0,1e-06
13.25,-11.75,0.0,1e-06
13.25,-11.25,0.0,1e-06
13.25,-10.75,0.0,1e-06
13.25,-10.25,0.0,1e-06
13.25,-9.75,0.0,1e-06
13.25,-9.25,0.0,1e-06
13.25,-8.75,0.0,1e-06
13.25,-8.25,0.0,6.192835596690369
13.25,-7.75,0.0,1e-06
13.25,-7.25,0.0,22.78963499582056
13.25,-6.75,0.0,17.092226246865422
13.25,-6.25,0.0,2.84870437447757
13.25,-5.75,0.0,23.739203120646415
13.25,-3.75,0.0,1e-06
13.75,-14.75,0.0,1e-06
13.75,-14.25,0.0,1e-06
13.75,-13.75,0.0,1e-06
13.75,-11.75,0.0,1e-06
13.75,-11.25,0.0,1e-06
13.75,-10.75,0.0,1e-06
13.75,-10.25,0.0,1e-06
13.75,-9.75,0.0,1e-06
13.75,-9.25,0.0,1e-06
13.75,-8.75,0.0,1e-06
13.75,-8.25,0.0,1e-06
13.75,-7.75,0.0,19.422984371437977
13.75,-7.25,0.0,5.934800780161604
13.75,-6.75,0.0,5.934800780161604
13.75,-6.25,0.0,16.95657365760458
13.75,-5.75,0.0,3.5608804680969617
13.75,-5.25,0.0,1e-06
13.75,-3.25,0.0,1e-06
14.25,-14.75,0.0,1e-06
14.25,-14.25,0.0,1e-06
14.25,-13.75,0.0,1e-06
14.25,-11.75,0.0,1e-06
14.25,-11.25,0.0,1e-06
14.25,-10.75,0.0,1e-06
14.25,-10.25,0.0,1e-06
14.25,-9.75,0.0,1e-06
14.25,-9.25,0.0,1e-06
14.25,-8.75,0.0,1e-06
14.25,-8.25,0.0,1e-06
14.25,-7.75,0.0,1e-06
14.25,-7.25,0.0,6.7826294630418325
14.25,-6.75,0.0,6.474328123812659
14.25,-6.25,0.0,3.5608804680969617
14.25,-5.75,0.0,1e-06
14.25,-5.25,0.0,1e-06
14.25,-4.75,0.0,1e-06
14.75,-14.25,0.0,1e-06
14.75,-13.75,0.0,1e-06
14.75,-13.25,0.0,1e-06
14.75,-12.25,0.0,1e-06
14.75,-11.75,0.0,1e-06
14.75,-11.25,0.0,1e-06
14.75,-10.75,0.0,1e-06
14.75,-10.25,0.0,1e-06
14.75,-9.75,0.0,1e-06
14.75,-9.25,0.0,1e-06
14.75,-8.25,0.0,1e-06
14.75,-7.75,0.0,1e-06
14.75,-7.25,0.0,8.378542277875205
14.75,-6.75,0.0,4.1892711389376025
14.75,-6.25,0.0,1e-06
14.75,-5.75,0.0,1e-06
14.75,-5.25,0.0,1e-06
14.75,-4.75,0.0,1e-06
14.75,-4.25,0.0,1e-06
15.25,-13.25,0.0,1e-06
15.25,-12.75,0.0,1e-06
15.25,-12.25,0.0,1e-06
15.25,-11.75,0.0,1e-06
15.25,-11.25,0.0,1e-06
15.25,-10.75,0.0,1e-06
15.25,-9.75,0.0,1e-06
15.25,-9.25,0.0,1e-06
15.25,-8.75,0.0,1e-06
15.25,-8.25,0.0,1e-06
15.25,-7.75,0.0,1e-06
15.25,-6.75,0.0,1e-06
15.25,-6.25,0.0,1e-06
15.25,-5.75,0.0,1e-06
15.25,-5.25,0.0,1e-06
15.75,-13.25,0.0,1e-06
15.75,-12.75,0.0,1e-06
15.75,-12.25,0.0,1e-06
15.75,-11.75,0.0,1e-06
15.75,-11.25,0.0,1e-06
15.75,-10.75,0.0,1e-06
15.75,-10.25,0.0,1e-06
15.75,-9.75,0.0,1e-06
15.75,-9.25,0.0,1e-06
15.75,-8.75,0.0,1e-06
15.75,-8.25,0.0,1e-06
15.75,-7.75,0.0,1e-06
15.75,-6.75,0.0,1e-06
15.75,-5.75,0.0,1e-06
16.25,-13.25,0.0,1e-06
16.25,-12.75,0.0,1e-06
16.25,-12.25,0.0,1e-06
16.25,-11.75,0.0,1e-06
16.25,-11.25,0.0,1e-06
16.25,-10.75,0.0,1e-06
16.25,-10.25,0.0,1e-06
16.25,-9.75,0.0,1e-06
16.25,-9.25,0.0,1e-06
16.25,-8.75,0.0,1e-06
16.25,-8.25,0.0,1e-06
16.75,-15.75,0.0,1e-06
16.75,-15.25,0.0,1e-06
16.75,-13.75,0.0,1e-06
16.75,-13.25,0.0,1e-06
16.75,-12.75,0.0,1e-06
16.75,-12.25,0.0,1e-06
16.75,-11.75,0.0,1e-06
16.75,-11.25,0.0,1e-06
16.75,-10.75,0.0,1e-06
16.75,-10.25,0.0,1e-06
16.75,-9.75,0.0,1e-06
16.75,-9.25,0.0,1e-06
16.75,-8.75,0.0,1e-06
17.25,-15.75,0.0,1e-06
17.25,-15.25,0.0,1e-06
17.25,-14.75,0.0,1e-06
17.25,-14.25,0.0,1e-06
17.25,-13.75,0.0,1e-06
17.25,-13.25,0.0,1e-06
17.25,-12.75,0.0,1e-06
17.25,-12.25,0.0,1e-06
17.25,-11.75,0.0,1e-06
17.25,-11.25,0.0,1e-06
17.25,-10.75,0.0,1e-06
17.25,-10.25,0.0,1e-06
17.25,-9.75,0.0,1e-06
17.25,-9.25,0.0,1e-06
17.25,-8.75,0.0,1e-06
17.75,-14.75,0.0,1e-06
17.75,-14.25,0.0,1e-06
17.75,-13.75,0.0,1e-06
17.75,-13.25,0.0,1e-06
17.75,-12.75,0.0,1e-06
17.75,-12.25,0.0,1e-06
17.75,-11.75,0.0,1e-06
17.75,-11.25,0.0,1e-06
17.75,-10.75,0.0,1e-06
17.75,-9.75,0.0,1e-06
17.75,-9.25,0.0,1e-06
17.75,-8.75,0.0,1e-06
18.25,-16.75,0.0,1e-06
18.25,-16.25,0.0,1e-06
18.25,-14.75,0.0,1e-06
18.25,-14.25,0.0,1e-06
18.25,-13.75,0.0,1e-06
18.25,-13.25,0.0,1e-06
18.25,-12.75,0.0,1e-06
18.25,-12.25,0.0,1e-06
18.25,-11.75,0.0,1e-06
18.25,-11.25,0.0,1e-06
18.25,-10.75,0.0,1e-06
18.25,-10.25,0.0,1e-06
18.25,-9.75,0.0,1e-06
18.25,-9.25,0.0,1e-06
18.25,-8.75,0.0,1e-06
18.25,-8.25,0.0,1e-06
18.75,-16.75,0.0,1e-06
18.75,-16.25,0.0,1e-06
18.75,-15.75,0.0,1e-06
18.75,-14.75,0.0,1e-06
18.75,-13.75,0.0,1e-06
18.75,-13.25,0.0,1e-06
18.75,-12.75,0.0,1e-06
18.75,-12.25,0.0,1e-06
18.75,-11.75,0.0,1e-06
18.75,-11.25,0.0,1e-06
18.75,-10.75,0.0,1e-06
18.75,-9.25,0.0,1e-06
18.75,-8.75,0.0,1e-06
18.75,-8.25,0.0,1e-06
19.25,-15.75,0.0,1e-06
19.25,-15.25,0.0,1e-06
19.25,-14.75,0.0,1e-06
19.25,-14.25,0.0,1e-06
19.25,-13.75,0.0,1e-06
19.25,-13.25,0.0,1e-06
19.25,-12.75,0.0,1e-06
19.25,-12.25,0.0,1e-06
19.25,-11.75,0.0,1e-06
19.25,-11.25,0.0,1e-06
19.25,-10.75,0.0,1e-06
19.75,-15.75,0.0,1e-06
19.75,-15.25,0.0,1e-06
19.75,-14.75,0.0,1e-06
19.75,-14.25,0.0,1e-06
19.75,-13.75,0.0,1e-06
19.75,-13.25,0.0,1e-06
19.75,-12.25,0.0,1e-06
19.75,-11.75,0.0,1e-06
19.75,-11.25,0.0,1e-06
20.25,-15.75,0.0,1e-06
20.25,-15.25,0.0,1e-06
20.25,-14.75,0.0,1e-06
20.25,-14.25,0.0,1e-06
20.25,-13.75,0.0,1e-06
20.25,-13.25,0.0,1e-06
20.25,-12.75,0.0,1e-06
20.25,-12.25,0.0,1e-06
20.25,-11.75,0.0,1e-06
20.25,-11.25,0.0,1e-06
20.75,-18.25,0.0,1e-06
20.75,-17.75,0.0,1e-06
20.75,-15.75,0.0,1e-06
20.75,-14.25,0.0,1e-06
20.75,-13.75,0.0,1e-06
20.75,-13.25,0.0,1e-06
20.75,-12.75,0.0,1e-06
20.75,-12.25,0.0,1e-06
20.75,-11.75,0.0,1e-06
20.75,-11.25,0.0,1e-06
21.25,-18.25,0.0,1e-06
21.25,-17.75,0.0,1e-06
21.25,-17.25,0.0,1e-06
21.25,-16.75,0.0,1e-06
21.25,-16.25,0.0,1e-06
21.25,-15.75,0.0,1e-06
21.25,-15.25,0.0,1e-06
21.25,-14.75,0.0,1e-06
21.25,-14.25,0.0,1e-06
21.25,-13.75,0.0,1e-06
21.25,-12.75,0.0,1e-06
21.25,-12.25,0.0,1e-06
21.25,-11.75,0.0,1e-06
21.25,-11.25,0.0,1e-06
21.25,-10.75,0.0,1e-06
21.75,-18.75,0.0,1e-06
21.75,-18.25,0.0,1e-06
21.75,-17.75,0.0,1e-06
21.75,-17.25,0.0,1e-06
21.75,-16.75,0.0,1e-06
21.75,-16.25,0.0,1e-06
21.75,-15.75,0.0,1e-06
21.75,-15.25,0.0,1e-06
21.75,-14.75,0.0,1e-06
21.75,-14.25,0.0,1e-06
21.75,-13.75,0.0,1e-06
21.75,-13.25,0.0,1e-06
21.75,-12.25,0.0,1e-06
21.75,-11.75,0.0,1e-06
21.75,-11.25,0.0,1e-06
21.75,-10.75,0.0,1e-06
22.25,-18.75,0.0,1e-06
22.25,-18.25,0.0,1e-06
22.25,-17.75,0.0,1e-06
22.25,-16.75,0.0,1e-06
22.25,-16.25,0.0,1e-06
22.25,-15.75,0.0,1e-06
22.25,-15.25,0.0,1e-06
22.25,-14.75,0.0,1e-06
22.25,-14.25,0.0,1e-06
22.25,-13.75,0.0,1e-06
22.25,-13.25,0.0,1e-06
22.25,-12.75,0.0,1e-06
22.25,-11.75,0.0,1e-06
22.25,-11.25,0.0,1e-06
22.25,-10.75,0.0,1e-06
22.75,-18.25,0.0,1e-06
22.75,-17.75,0.0,1e-06
22.75,-17.25,0.0,1e-06
22.75,-16.75,0.0,1e-06
22.75,-16.25,0.0,1e-06
22.75,-15.75,0.0,1e-06
22.75,-15.25,0.0,1e-06
22.75,-14.75,0.0,1e-06
22.75,-14.25,0.0,1e-06
22.75,-13.75,0.0,1e-06
22.75,-13.25,0.0,1e-06
22.75,-11.25,0.0,1e-06
23.25,-18.75,0.0,1e-06
23.25,-18.25,0.0,1e-06
23.25,-17.75,0.0,1e-06
23.25,-17.25,0.0,1e-06
23.25,-16.75,0.0,1e-06
23.25,-16.25,0.0,1e-06
23.25,-15.75,0.0,1e-06
23.25,-15.25,0.0,1e-06
23.25,-14.75,0.0,1e-06
23.25,-14.25,0.0,1e-06
23.25,-13.75,0.0,1e-06
23.75,-18.75,0.0,1e-06
23.75,-18.25,0.0,1e-06
23.75,-17.75,0.0,1e-06
23.75,-17.25,0.0,1e-06
23.75,-16.75,0.0,1e-06
23.75,-16.25,0.0,1e-06
23.75,-15.75,0.0,1e-06
23.75,-15.25,0.0,1e-06
23.75,-14.75,0.0,1e-06
23.75,-13.75,0.0,1e-06
24.25,-19.75,0.0,1e-06
24.25,-18.75,0.0,1e-06
24.25,-18.25,0.0,1e-06
24.25,-17.75,0.0,1e-06
24.25,-17.25,0.0,1e-06
24.25,-16.75,0.0,1e-06
24.25,-16.25,0.0,1e-06
24.25,-15.75,0.0,1e-06
24.25,-15.25,0.0,1e-06
24.25,-14.75,0.0,1e-06
24.25,-14.25,0.0,1e-06
24.25,-13.75,0.0,1e-06
24.75,-19.75,0.0,1e-06
24.75,-19.25,0.0,1e-06
24.75,-18.75,0.0,1e-06
24.75,-18.25,0.0,1e-06
24.75,-17.75,0.0,1e-06
24.75,-17.25,0.0,1e-06
24.75,-16.75,0.0,1e-06
24.75,-16.25,0.0,1e-06
24.75,-15.75,0.0,1e-06
24.75,-15.25,0.0,1e-06
24.75,-14.25,0.0,1e-06
24.75,-13.75,0.0,1e-06
24.75,-13.25,0.0,1e-06
25.25,-19.75,0.0,1e-06
25.25,-19.25,0.0,1e-06
25.25,-18.75,0.0,1e-06
25.25,-18.25,0.0,1e-06
25.25,-17.75,0.0,1e-06
25.25,-17.25,0.0,1e-06
25.25,-16.75,0.0,1e-06
25.25,-16.25,0.0,1e-06
25.25,-15.75,0.0,1e-06
25.25,-15.25,0.0,1e-06
25.25,-14.75,0.0,1e-06
25.25,-14.25,0.0,1e-06
25.25,-13.75,0.0,1e-06
25.25,-13.25,0.0,1e-06
25.25,-12.75,0.0,1e-06
25.75,-19.75,0.0,1e-06
25.75,-19.25,0.0,1e-06
25.75,-18.75,0.0,1e-06
25.75,-18.25,0.0,1e-06
25.75,-17.75,0.0,1e-06
25.75,-17.25,0.0,1e-06
25.75,-16.75,0.0,1e-06
25.75,-16.25,0.0,1e-06
25.75,-15.75,0.0,1e-06
25.75,-15.25,0.0,1e-06
25.75,-14.75,0.0,1e-06
25.75,-14.25,0.0,1e-06
25.75,-13.25,0.0,1e-06
26.25,-19.75,0.0,1e-06
26.25,-19.25,0.0,1e-06
26.25,-18.75,0.0,1e-06
26.25,-18.25,0.0,1e-06
26.25,-17.75,0.0,1e-06
26.25,-17.25,0.0,1e-06
26.25,-16.75,0.0,1e-06
26.25,-16.25,0.0,1e-06
26.25,-15.25,0.0,1e-06
26.25,-14.75,0.0,1e-06
26.25,-14.25,0.0,1e-06
26.75,-19.25,0.0,1e-06
26.75,-18.75,0.0,1e-06
26.75,-17.75,0.0,1e-06
26.75,-17.25,0.0,1e-06
26.75,-16.25,0.0,1e-06
26.75,-15.75,0.0,1e-06
26.75,-15.25,0.0,1e-06
26.75,-14.75,0.0,1e-06
26.75,-14.25,0.0,1e-06
27.25,-18.75,0.0,1e-06
27.25,-18.25,0.0,1e-06
27.25,-17.25,0.0,1e-06
27.25,-16.75,0.0,1e-06
27.25,-16.25,0.0,1e-06
27.25,-15.75,0.0,1e-06
27.25,-15.25,0.0,1e-06
27.75,-18.25,0.0,1e-06
27.75,-17.25,0.0,1e-06
27.75,-16.75,0.0,1e-06
27.75,-16.25,0.0,1e-06
27.75,-15.75,0.0,1e-06
27.75,-15.25,0.0,1e-06
27.75,-14.75,0.0,1e-06
3.75,-1.25,1.0,1e-06
3.75,-0.75,1.0,1e-06
3.75,-0.25,1.0,1e-06
3.75,0.25,1.0,71.21760936193925
4.25,-1.75,1.0,1e-06
4.25,-1.25,1.0,1e-06
4.25,-0.75,1.0,17.804402340484813
4.25,0.25,1.0,35.60880468096963
4.25,0.75,1.0,1e-06
4.75,-2.75,1.0,1e-06
4.75,-2.25,1.0,1e-06
4.75,-1.75,1.0,1e-06
4.75,-1.25,1.0,1e-06
4.75,-0.75,1.0,14.243521872387852
4.75,-0.25,1.0,14.243521872387852
4.75,0.25,1.0,53.41320702145444
4.75,0.75,1.0,1e-06
4.75,1.25,1.0,1e-06
5.25,-3.25,1.0,1e-06
5.25,-2.75,1.0,1e-06
5.25,-2.25,1.0,7.91306770688214
5.25,-1.75,1.0,1e-06
5.25,-1.25,1.0,20.347888389125504
5.25,-0.75,1.0,81.39155355650202
5.25,-0.25,1.0,11.86960156032321
5.25,0.25,1.0,28.487043744775704
5.25,0.75,1.0,17.804402340484813
5.25,1.25,1.0,23.739203120646415
5.25,1.75,1.0,1e-06
5.75,-2.75,1.0,1e-06
5.75,-2.25,1.0,1e-06
5.75,-1.75,1.0,1e-06
5.75,-1.25,1.0,23.739203120646422
5.75,-0.75,1.0,8.902201170242408
5.75,-0.25,1.0,50.86972097281376
5.75,0.25,1.0,11.86960156032321
5.75,0.75,1.0,1e-06
5.75,1.25,1.0,1e-06
5.75,1.75,1.0,1e-06
6.25,-4.25,1.0,1e-06
6.25,-3.75,1.0,1e-06
6.25,-2.75,1.0,1e-06
6.25,-2.25,1.0,5.934800780161605
6.25,-1.75,1.0,12.948656247625323
6.25,-1.25,1.0,35.60880468096964
6.25,-0.75,1.0,21.36528280858178
6.25,-0.25,1.0,35.608804680969634
6.25,0.25,1.0,1e-06
6.25,0.75,1.0,14.243521872387852
6.25,1.25,1.0,1e-06
6.25,1.75,1.0,71.21760936193925
6.75,-6.75,1.0,1e-06
6.75,-6.25,1.0,1e-06
6.75,-5.75,1.0,1e-06
6.75,-5.25,1.0,1e-06
6.75,-4.75,1.0,1e-06
6.75,-4.25,1.0,1e-06
6.75,-3.75,1.0,1e-06
6.75,-3.25,1.0,1e-06
6.75,-2.75,1.0,13.353301755363608
6.75,-2.25,1.0,4.747840624129283
6.75,-1.75,1.0,23.73920312064642
6.75,-1.25,1.0,17.804402340484813
6.75,-0.75,1.0,21.36528280858178
6.75,-0.25,1.0,7.121760936193928
6.75,0.75,1.0,23.73920312064642
6.75,1.25,1.0,35.60880468096963
6.75,1.75,1.0,142.4352187238785
7.25,-6.75,1.0,1e-06
7.25,-6.25,1.0,1e-06
7.25,-5.75,1.0,1e-06
7.25,-5.25,1.0,1e-06
7.25,-4.75,1.0,1e-06
7.25,-4.25,1.0,1e-06
7.25,-3.75,1.0,3.0884485258579017
7.25,-3.25,1.0,3.2284548635232593
7.25,-2.75,1.0,23.739203120646415
7.25,-2.25,1.0,28.4870437447757
7.25,-1.75,1.0,28.4870437447757
7.25,-1.25,1.0,29.674003900808025
7.25,-0.75,1.0,19.422984371437984
7.25,-0.25,1.0,14.243521872387856
7.25,0.25,1.0,7.91306770688214
7.25,0.75,1.0,30.52183258368826
7.25,1.25,1.0,35.60880468096963
7.25,1.75,1.0,1e-06
7.75,-8.25,1.0,1e-06
7.75,-6.75,1.0,1e-06
7.75,-6.25,1.0,1e-06
7.75,-5.75,1.0,1e-06
7.75,-5.25,1.0,1e-06
7.75,-4.75,1.0,1e-06
7.75,-4.25,1.0,1e-06
